credit_score,annual_income,dti_ratio,loan_amount,loan_term,employment_length,num_credit_lines,delinquent_history,num_delinquencies,num_credit_inquiries,revolving_util,interest_rate,loan_status
633,117838.12,14.32,16114.83,36,3,4,0,0,3,14.64,5.01,Fully Paid
751,55173.46,25.09,2470.13,48,20,8,0,0,1,55.71,3.71,Fully Paid
753,104499.31,9.66,5550.59,24,2,6,0,0,1,44.61,3.0,Fully Paid
627,46962.21,13.87,4795.88,48,7,5,0,0,3,75.82,6.11,Fully Paid
599,57678.05,24.45,13891.91,36,5,7,0,0,2,44.02,5.29,Default
580,209320.09,16.5,19397.43,36,3,5,1,3,2,30.41,6.31,Default
705,47911.55,20.7,60056.59,24,7,2,0,0,2,13.84,4.51,Fully Paid
633,82769.18,26.87,6360.56,24,10,9,0,0,1,14.43,3.41,Fully Paid
619,47407.84,9.5,13961.37,48,15,6,0,0,2,36.58,4.68,Fully Paid
584,70846.01,23.57,16641.03,36,20,5,0,0,1,21.7,3.6,Default
588,90914.68,4.74,14235.18,12,3,6,0,0,2,60.38,4.41,Default
675,34874.2,25.72,34336.9,36,5,4,0,0,3,7.82,5.93,Fully Paid
544,39217.88,17.69,35189.01,60,20,6,0,0,2,28.58,5.28,Default
729,84170.53,20.03,51013.17,48,2,7,1,1,3,45.94,8.49,Fully Paid
607,65971.42,27.25,26572.27,48,10,7,0,0,2,19.72,4.42,Default
638,120992.63,14.6,9777.28,12,20,1,0,0,3,14.32,2.0,Fully Paid
543,70400.21,14.91,18732.19,36,1,1,0,0,0,50.17,5.48,Default
649,182791.53,11.6,22744.42,24,5,8,0,0,2,77.97,4.96,Fully Paid
623,90952.35,12.74,7660.8,60,7,5,0,0,1,37.31,4.93,Fully Paid
645,184829.79,26.8,2693.33,36,2,5,0,0,3,63.97,6.81,Fully Paid
767,165001.99,37.11,1798.48,36,1,1,0,0,1,36.09,4.93,Fully Paid
664,40733.18,7.71,2248.85,36,7,3,0,0,1,23.43,3.6,Fully Paid
586,145544.42,9.73,22188.72,48,7,7,0,0,1,22.12,4.75,Fully Paid
593,105257.17,2.63,3424.59,36,15,7,0,0,1,14.17,2.0,Fully Paid
697,100930.34,10.57,8309.02,48,3,12,0,0,0,58.92,4.81,Fully Paid
753,121906.07,22.48,22617.02,36,0,6,0,0,0,42.64,4.7,Fully Paid
672,49736.38,19.43,22423.35,48,10,8,1,1,3,61.22,7.54,Default
705,72917.0,3.63,6268.54,48,2,5,0,0,6,8.98,5.86,Fully Paid
698,46521.59,5.45,8198.28,48,3,7,0,0,0,61.4,5.61,Fully Paid
763,239403.81,23.34,24294.66,24,5,5,0,0,2,49.44,4.66,Fully Paid
494,38112.23,22.79,8571.91,48,0,7,0,0,4,56.53,7.58,Default
703,27804.04,7.67,16976.71,12,10,9,0,0,3,10.73,2.56,Fully Paid
728,36661.36,7.85,41553.49,24,3,7,0,0,0,49.1,5.91,Fully Paid
542,57930.55,26.82,15765.82,60,5,4,0,0,4,32.33,7.04,Default
579,57694.54,3.96,26323.04,60,7,2,0,0,4,36.32,7.43,Fully Paid
581,102139.22,12.52,11890.77,36,15,4,0,0,1,29.57,3.9,Default
591,60998.03,19.13,4372.28,36,5,6,0,0,3,60.54,5.99,Fully Paid
611,44494.62,30.72,19576.88,48,15,6,0,0,1,41.98,4.0,Fully Paid
669,79998.43,22.27,22740.31,60,2,8,0,0,2,56.39,7.44,Default
719,120439.21,10.41,14075.54,48,20,4,0,0,2,30.5,2.01,Fully Paid
736,67797.36,14.5,45960.56,12,1,5,0,0,2,16.53,4.09,Fully Paid
582,100830.14,18.23,14521.83,36,10,5,0,0,1,6.16,2.8,Fully Paid
582,62945.77,10.14,5156.25,60,10,3,0,0,2,13.4,4.1,Fully Paid
755,51231.26,16.44,4205.24,36,0,5,0,0,2,28.9,4.19,Fully Paid
701,91035.88,38.57,11355.45,36,1,3,1,2,0,35.99,6.76,Default
656,68677.63,28.61,42871.46,36,7,4,0,0,0,20.64,3.37,Fully Paid
687,109387.5,19.39,30346.27,36,1,7,0,0,3,40.67,5.86,Fully Paid
647,151044.65,3.3,12724.48,60,3,5,0,0,0,47.02,6.16,Fully Paid
691,55938.29,26.01,22401.07,24,20,9,0,0,3,7.28,3.15,Fully Paid
623,88268.74,4.28,22451.34,48,10,3,0,0,1,38.77,3.51,Fully Paid
671,113642.07,33.41,49898.02,60,3,7,1,4,4,49.15,9.75,Default
529,76586.83,13.75,31505.22,36,2,7,0,0,3,42.9,6.32,Default
594,81314.61,14.06,24774.35,48,3,5,0,0,1,47.48,6.17,Fully Paid
595,65253.53,26.56,8768.8,24,3,6,0,0,0,46.67,4.2,Fully Paid
620,69790.56,21.05,7307.83,36,5,4,1,1,1,11.23,5.99,Default
575,81889.06,9.49,10694.57,36,3,4,0,0,1,50.57,5.1,Fully Paid
607,41578.08,16.08,9901.99,36,1,5,0,0,2,19.42,5.05,Fully Paid
528,21611.2,7.85,44435.28,48,20,2,0,0,3,66.3,8.07,Default
693,56804.57,24.47,16712.19,36,7,7,0,0,0,47.97,4.97,Fully Paid
643,54095.54,19.69,5112.38,36,5,3,0,0,0,47.67,5.13,Fully Paid
513,158271.04,5.6,7851.99,36,2,8,1,3,4,57.07,8.95,Default
583,71518.07,26.64,27410.57,48,7,3,0,0,5,68.84,8.06,Default
676,83886.02,7.79,32010.28,36,3,3,0,0,2,44.06,5.33,Fully Paid
606,46773.13,13.59,37550.17,48,2,5,0,0,2,45.15,7.79,Fully Paid
594,41876.35,25.51,2753.24,24,5,3,1,1,3,21.76,6.03,Fully Paid
644,36287.04,21.27,14756.68,48,20,4,0,0,1,28.44,3.16,Fully Paid
677,28109.79,16.08,14052.75,48,5,5,0,0,2,46.06,6.62,Fully Paid
535,92582.71,20.14,6720.26,36,3,7,0,0,0,33.12,4.76,Default
694,71968.12,3.6,7601.69,60,2,5,0,0,1,39.39,5.3,Fully Paid
585,145271.06,18.46,4982.09,36,10,7,0,0,5,24.55,5.15,Default
648,83268.9,13.27,20202.32,36,5,7,0,0,2,7.01,4.03,Fully Paid
647,69267.11,6.94,20998.31,24,20,4,0,0,2,39.37,2.15,Fully Paid
607,18236.43,3.16,8065.73,36,10,4,0,0,5,41.22,5.3,Fully Paid
568,188148.32,31.24,8674.45,36,3,3,0,0,1,14.31,4.3,Default
627,61297.76,29.37,11658.88,48,7,11,0,0,4,7.71,5.15,Fully Paid
780,17149.3,8.46,12994.62,36,2,6,0,0,1,48.68,4.94,Fully Paid
541,68560.45,11.38,13536.12,48,15,7,0,0,1,62.05,4.58,Fully Paid
785,36807.6,26.82,8748.81,24,1,4,0,0,1,76.64,5.68,Fully Paid
629,36027.61,26.89,12894.64,36,3,4,0,0,1,57.04,6.49,Default
652,70256.06,11.16,5300.31,36,7,5,1,2,2,35.14,6.48,Fully Paid
563,42087.93,16.81,17894.38,60,3,3,0,0,1,33.01,6.02,Default
588,110858.87,10.74,25470.9,36,20,3,0,0,1,7.7,2.17,Fully Paid
609,55866.61,4.05,55409.32,60,0,6,0,0,0,24.88,6.52,Default
566,76110.46,19.92,23698.44,36,15,7,0,0,0,36.11,3.99,Fully Paid
633,84116.1,16.27,6831.15,36,10,3,0,0,5,63.48,6.66,Fully Paid
617,69640.45,14.68,54229.89,12,3,6,1,1,3,4.33,6.33,Fully Paid
798,68090.56,24.86,14588.76,36,15,4,0,0,4,70.48,4.92,Fully Paid
556,65184.68,18.65,19320.8,48,7,2,0,0,0,38.2,5.65,Default
658,146693.69,10.38,16127.19,48,3,9,0,0,1,53.15,5.91,Fully Paid
669,99343.29,11.88,17105.4,60,7,4,0,0,1,56.27,5.67,Fully Paid
564,39557.43,36.96,9449.06,24,0,5,1,1,2,25.04,7.6,Default
704,30733.19,9.6,23913.27,48,20,6,0,0,2,47.96,4.85,Fully Paid
618,37182.46,20.83,14850.51,36,20,5,0,0,3,54.22,4.13,Fully Paid
450,77395.87,12.31,10095.57,60,10,2,0,0,1,66.8,5.94,Default
702,30864.68,10.89,5667.68,36,3,8,0,0,2,61.82,4.94,Fully Paid
560,40470.23,10.58,3726.43,48,15,4,0,0,1,28.13,4.01,Fully Paid
566,26747.29,29.65,70108.39,48,3,5,0,0,1,54.6,9.21,Default
705,104709.95,2.67,18951.89,36,5,4,0,0,3,5.25,3.72,Fully Paid
622,89116.44,22.43,3117.03,24,1,3,0,0,3,45.94,5.4,Fully Paid
723,101437.45,22.3,14563.25,24,3,5,0,0,1,38.5,3.68,Fully Paid
746,45031.78,9.16,26495.34,36,3,2,0,0,1,66.36,5.14,Fully Paid
598,20842.24,8.94,17252.6,36,3,5,0,0,0,29.42,5.12,Fully Paid
713,36282.38,32.15,10149.71,48,2,5,0,0,1,42.2,6.25,Fully Paid
589,26679.39,16.71,12290.54,12,2,1,0,0,0,12.29,4.0,Fully Paid
828,26511.42,11.94,11623.51,36,15,8,1,1,0,51.4,4.37,Fully Paid
594,118440.36,27.48,21892.87,24,7,6,1,2,1,85.24,6.22,Default
732,51630.86,14.96,4304.48,24,10,3,0,0,3,67.71,3.49,Fully Paid
717,71225.58,19.59,8517.43,48,0,5,0,0,1,47.84,6.43,Fully Paid
675,116064.89,32.45,17662.97,36,5,8,0,0,2,24.42,4.92,Default
596,32476.77,25.97,7522.61,60,7,3,0,0,0,45.3,5.87,Default
637,86555.99,23.82,14969.5,48,2,3,1,3,1,26.8,6.8,Default
477,25046.16,25.9,33180.11,48,15,3,1,1,2,24.76,8.96,Default
667,69667.86,12.02,10065.18,48,7,3,0,0,2,28.29,5.12,Fully Paid
677,113615.95,15.23,26978.95,36,15,3,0,0,0,47.45,3.23,Fully Paid
660,30224.52,10.34,29633.35,36,15,5,0,0,0,62.94,4.99,Fully Paid
412,98433.1,33.48,8459.36,36,1,2,0,0,0,26.13,6.3,Default
548,68522.05,24.89,18442.86,60,3,2,0,0,3,24.93,6.01,Default
590,45588.04,28.14,32107.27,36,0,6,0,0,0,75.11,5.93,Default
673,29135.58,32.78,32964.75,60,3,7,0,0,2,67.97,7.12,Default
673,69222.65,2.22,5694.41,60,10,3,0,0,1,8.9,4.03,Fully Paid
636,80523.48,8.87,40838.8,24,7,9,0,0,3,41.78,5.05,Default
700,49490.71,16.16,8458.51,12,20,4,0,0,0,15.39,2.0,Fully Paid
567,33236.35,15.81,5111.08,36,20,4,0,0,2,26.13,4.37,Default
698,94606.2,18.59,10156.12,36,2,2,0,0,2,78.14,6.36,Fully Paid
687,121872.2,10.84,3585.78,48,0,4,0,0,2,26.14,5.29,Fully Paid
680,106105.51,23.26,2731.18,48,10,4,0,0,1,12.36,4.23,Fully Paid
635,155350.6,6.31,4762.53,36,7,5,1,1,1,74.36,6.3,Fully Paid
796,40500.44,9.21,3742.13,36,1,5,0,0,0,40.38,3.08,Fully Paid
689,25613.64,3.83,14102.21,36,1,2,0,0,2,8.01,5.18,Fully Paid
572,76600.93,2.22,17488.35,36,3,8,0,0,2,27.31,4.78,Fully Paid
669,47015.13,17.05,7344.82,36,3,8,0,0,4,77.22,6.1,Default
710,108292.23,23.59,7936.19,24,20,8,0,0,0,45.92,2.52,Fully Paid
602,32138.6,11.87,16499.49,36,3,7,0,0,1,32.99,5.23,Default
737,33580.3,15.89,109060.95,36,0,4,0,0,2,18.69,8.61,Fully Paid
680,62369.93,17.6,18134.0,36,5,4,0,0,0,21.09,3.58,Fully Paid
462,66502.59,8.44,5048.54,60,15,1,0,0,1,35.02,4.66,Fully Paid
673,89759.08,17.86,4781.7,60,5,7,0,0,3,53.72,5.69,Fully Paid
617,56442.75,3.19,17632.61,36,15,6,1,1,2,9.42,5.03,Fully Paid
692,18952.87,15.16,33679.37,12,7,3,0,0,1,71.41,6.12,Fully Paid
725,475021.38,19.1,2908.39,60,1,5,0,0,2,36.93,7.23,Fully Paid
665,61090.66,27.37,11459.4,36,7,7,0,0,1,51.11,4.75,Fully Paid
783,338783.62,13.99,2273.41,36,10,5,0,0,0,79.08,3.56,Fully Paid
635,55516.35,19.91,11238.62,12,3,4,0,0,2,34.12,3.91,Fully Paid
699,31834.08,6.48,7787.41,36,7,6,1,3,2,48.98,6.51,Fully Paid
714,49493.77,8.59,3809.54,36,3,4,0,0,2,37.7,4.75,Fully Paid
642,115879.34,10.68,14643.79,36,0,9,0,0,0,48.63,5.04,Default
712,86816.82,16.11,3047.02,36,0,2,0,0,2,41.99,4.57,Fully Paid
602,72010.46,18.27,52512.28,60,7,5,0,0,2,4.06,6.19,Fully Paid
616,57711.25,26.57,41506.9,12,3,7,0,0,3,59.94,5.7,Default
545,64705.74,12.82,17959.89,36,7,3,0,0,0,20.68,4.65,Fully Paid
669,54754.9,9.14,28238.8,48,15,3,0,0,3,46.25,4.7,Fully Paid
676,122773.88,3.82,22772.64,36,2,5,0,0,2,76.99,5.67,Fully Paid
744,103732.7,5.21,8899.26,48,5,1,0,0,1,42.33,4.52,Fully Paid
713,34015.47,6.65,20971.75,36,10,2,1,1,0,49.59,6.16,Fully Paid
627,24675.15,9.63,8753.92,48,3,9,0,0,2,45.31,5.97,Fully Paid
555,28691.27,13.9,3459.53,36,15,1,0,0,1,12.94,2.76,Fully Paid
684,48350.65,18.07,57258.29,36,2,8,0,0,1,30.7,5.73,Fully Paid
738,68369.99,3.1,7497.72,24,15,5,0,0,2,11.26,2.21,Fully Paid
710,57934.86,33.03,22333.37,48,3,4,0,0,3,27.58,5.33,Fully Paid
736,87387.06,3.23,21388.97,48,5,1,0,0,1,49.26,4.52,Fully Paid
633,59354.37,30.23,13900.45,12,2,3,0,0,2,45.39,4.3,Fully Paid
612,155970.91,3.42,10812.88,48,5,6,0,0,2,50.31,4.92,Fully Paid
591,81249.29,18.49,16397.94,36,7,6,0,0,1,26.83,4.5,Fully Paid
645,60522.78,22.08,10700.64,12,5,6,0,0,3,77.01,5.05,Fully Paid
643,24185.7,6.17,8265.69,24,0,3,0,0,1,18.06,3.79,Fully Paid
666,73878.32,14.86,18086.34,24,7,3,0,0,1,18.34,3.04,Fully Paid
639,80780.05,36.67,22941.36,24,3,3,0,0,1,15.66,4.85,Fully Paid
639,39019.38,13.15,10508.97,36,10,4,0,0,0,10.65,3.73,Fully Paid
587,29919.37,13.77,11355.52,48,20,5,0,0,0,58.67,4.07,Fully Paid
725,115478.31,22.65,13741.52,48,1,4,0,0,1,49.18,5.63,Fully Paid
656,33485.33,20.69,47112.69,36,5,3,0,0,3,29.81,6.63,Fully Paid
636,66127.56,7.65,5548.47,60,3,5,0,0,3,27.35,6.89,Fully Paid
590,60958.86,10.56,26156.58,36,10,1,0,0,0,25.96,3.88,Fully Paid
543,78271.95,34.34,27456.85,36,15,9,0,0,1,37.56,5.64,Default
754,33632.78,9.1,7929.09,36,3,2,0,0,1,14.52,4.76,Fully Paid
694,55696.92,19.87,33669.75,36,20,2,1,6,0,37.42,5.24,Fully Paid
520,33508.0,31.69,4870.11,24,10,1,0,0,1,19.91,5.25,Default
711,62597.09,10.87,9337.38,12,0,3,0,0,2,77.4,4.0,Fully Paid
723,81019.3,8.61,7973.6,48,5,8,0,0,2,14.99,5.55,Fully Paid
659,102462.17,3.84,14417.63,48,10,4,0,0,2,48.22,5.15,Default
777,146808.47,8.21,11671.08,60,20,7,0,0,1,60.71,3.57,Fully Paid
667,51116.02,29.8,28356.29,48,3,5,0,0,2,60.1,5.75,Default
536,50576.91,14.52,3189.69,36,0,8,0,0,2,70.66,6.19,Default
679,128486.81,28.26,11596.62,36,0,4,0,0,2,62.12,6.06,Fully Paid
669,84546.88,19.32,15791.64,12,5,2,0,0,1,62.79,4.57,Fully Paid
601,125777.17,15.09,5099.3,60,7,4,0,0,2,73.62,6.94,Default
695,193205.73,4.26,27011.36,48,10,4,1,3,1,36.69,6.37,Fully Paid
516,36092.2,18.5,21290.51,48,10,5,0,0,1,52.58,4.88,Default
729,97302.34,23.95,11544.24,24,15,4,0,0,2,59.03,2.75,Fully Paid
579,41792.63,18.17,5987.43,24,15,4,0,0,2,43.11,4.39,Fully Paid
571,152983.04,18.69,23404.85,48,2,4,0,0,1,28.47,5.45,Fully Paid
640,29358.49,17.94,31154.69,60,5,6,0,0,4,7.78,6.81,Fully Paid
684,103838.43,27.79,20643.97,12,5,5,0,0,1,20.87,3.81,Fully Paid
663,42951.71,17.24,17343.58,24,7,5,0,0,1,22.47,2.68,Fully Paid
590,83504.37,8.2,10234.73,36,1,4,1,3,1,72.98,7.13,Fully Paid
609,128138.75,9.7,5384.45,36,2,3,0,0,1,43.9,5.17,Fully Paid
559,40684.37,14.34,26138.51,36,2,4,0,0,0,23.52,4.95,Fully Paid
632,24809.62,37.02,3989.9,36,2,3,0,0,5,75.07,7.79,Fully Paid
736,51257.07,13.34,33416.81,24,20,2,0,0,1,65.07,3.49,Fully Paid
649,47455.67,32.81,27242.78,36,5,4,0,0,2,65.52,6.67,Default
718,27703.75,15.04,46661.66,36,5,5,0,0,1,38.5,6.36,Fully Paid
766,17931.3,17.6,14139.0,36,10,4,0,0,1,88.67,5.83,Fully Paid
602,124243.3,24.11,1196.64,24,7,6,0,0,2,27.84,4.42,Fully Paid
635,146527.71,15.2,30086.73,36,15,5,1,1,1,14.11,4.97,Fully Paid
823,41725.3,15.88,18144.2,24,7,9,1,5,2,42.56,6.54,Fully Paid
765,50233.27,30.0,12473.06,36,0,3,0,0,3,66.43,6.0,Fully Paid
516,97213.47,12.32,25762.83,48,10,7,0,0,1,65.41,6.2,Default
680,98134.9,1.86,4111.17,48,20,5,1,2,2,6.35,5.32,Fully Paid
650,174115.27,6.68,9074.11,60,1,1,0,0,2,11.63,6.48,Fully Paid
716,86939.8,22.57,28679.62,36,3,4,0,0,3,47.33,6.83,Fully Paid
590,32363.43,20.34,18063.81,12,5,5,0,0,1,11.96,3.36,Default
582,96244.41,16.37,16384.41,12,1,3,0,0,0,64.47,5.11,Default
595,39391.84,5.87,4723.06,60,0,4,0,0,2,20.96,6.04,Fully Paid
604,57563.01,21.94,3021.89,12,1,3,0,0,3,46.04,4.56,Fully Paid
715,116718.49,20.11,10043.72,36,7,7,0,0,0,41.98,3.89,Fully Paid
555,34778.71,22.21,9447.13,60,15,6,0,0,2,23.53,5.02,Default
600,57301.2,12.45,5736.45,36,20,9,1,1,0,89.21,6.18,Fully Paid
506,28696.62,3.52,5073.89,36,15,6,0,0,2,37.65,4.57,Fully Paid
730,33083.64,9.03,10840.87,48,3,8,0,0,1,20.62,5.02,Fully Paid
751,43126.03,8.26,32089.09,60,0,10,0,0,4,16.05,7.02,Fully Paid
623,159233.91,20.23,5977.29,48,0,6,0,0,2,50.25,5.14,Fully Paid
626,61085.04,12.57,25917.45,60,15,7,0,0,0,68.71,5.35,Fully Paid
686,292567.25,10.33,23831.31,36,0,6,1,5,3,29.13,7.33,Fully Paid
767,106185.17,24.51,3645.55,48,20,5,0,0,3,58.69,4.76,Fully Paid
682,107930.9,20.44,10953.55,60,15,4,0,0,3,32.23,5.38,Fully Paid
594,31059.18,19.41,6911.74,48,20,3,0,0,0,13.76,3.06,Fully Paid
520,54606.3,14.32,6466.22,12,15,7,0,0,4,26.52,3.17,Default
560,30157.81,28.77,9919.54,24,7,3,0,0,2,17.04,4.14,Default
655,49717.24,14.98,6760.23,36,10,8,0,0,2,40.91,4.81,Fully Paid
597,45514.73,19.91,14868.18,48,7,4,0,0,2,42.09,6.0,Fully Paid
665,58387.46,3.04,26785.07,24,5,1,0,0,2,63.58,5.13,Fully Paid
605,98254.6,9.59,6566.26,36,3,4,0,0,1,29.79,4.7,Fully Paid
565,51166.72,23.33,27712.64,36,2,9,0,0,2,41.16,6.34,Default
555,99321.79,21.6,14420.14,36,2,7,0,0,3,9.67,5.06,Fully Paid
774,24846.06,21.66,3696.52,36,0,1,1,1,1,53.65,7.82,Fully Paid
721,78351.34,5.0,8385.25,36,0,7,1,4,0,35.33,6.4,Fully Paid
788,46100.07,31.6,23423.91,60,2,5,1,1,3,26.7,8.97,Fully Paid
693,69709.42,11.03,18546.12,60,10,6,0,0,1,32.04,5.31,Fully Paid
615,100484.28,14.56,2929.57,36,7,5,0,0,1,18.9,3.11,Fully Paid
755,25212.3,10.84,9927.51,24,10,4,0,0,4,54.92,5.51,Fully Paid
647,144560.61,19.44,5276.57,48,20,3,0,0,1,36.56,3.65,Fully Paid
667,53306.35,14.85,3022.93,60,0,4,0,0,1,56.73,6.47,Default
646,182984.48,31.31,11858.07,48,1,6,0,0,0,12.09,4.45,Fully Paid
414,62480.35,3.7,5075.9,48,20,5,0,0,0,16.54,2.65,Fully Paid
778,132261.03,6.74,29311.39,24,5,1,0,0,2,12.74,3.33,Fully Paid
689,62059.71,20.96,4028.73,36,5,4,0,0,0,22.15,3.33,Fully Paid
676,70286.65,33.82,6719.68,36,7,8,1,1,0,7.01,4.88,Fully Paid
645,64198.42,28.01,32537.39,36,10,11,0,0,1,33.75,5.75,Fully Paid
663,52485.06,22.97,10027.45,60,10,6,0,0,2,32.24,6.07,Fully Paid
602,51307.49,11.82,13638.48,48,15,2,0,0,1,17.7,3.51,Fully Paid
699,68551.34,12.23,31027.66,36,7,9,0,0,0,65.66,5.19,Fully Paid
545,83200.29,16.4,12486.63,36,2,6,0,0,0,63.65,5.5,Fully Paid
664,68881.34,18.18,14698.95,36,3,1,0,0,0,47.94,5.39,Fully Paid
694,81756.97,34.43,27378.28,60,3,7,0,0,0,54.22,5.51,Fully Paid
634,24079.66,13.3,5325.89,36,3,5,0,0,0,56.44,4.61,Fully Paid
679,102990.48,6.52,10476.42,36,10,6,0,0,2,39.68,3.53,Fully Paid
570,38347.81,30.95,22744.99,12,10,4,0,0,2,61.02,4.98,Default
572,22282.35,15.55,4564.51,48,3,5,0,0,0,56.98,5.54,Fully Paid
668,181409.93,11.83,1919.31,24,5,7,0,0,5,47.01,5.25,Fully Paid
704,139541.76,18.25,14913.02,36,2,7,1,2,1,32.9,6.31,Fully Paid
500,59498.72,13.79,20716.18,48,2,5,0,0,4,10.5,6.83,Fully Paid
691,113752.23,20.27,6597.62,60,0,4,1,2,2,49.04,8.34,Fully Paid
606,49082.8,13.75,32112.53,36,3,6,0,0,0,20.08,5.65,Fully Paid
634,45177.61,24.48,6570.72,36,3,7,0,0,3,52.45,5.62,Fully Paid
542,41915.28,31.9,2669.52,48,7,4,0,0,0,41.64,4.59,Default
581,40788.5,33.31,15639.42,48,15,5,0,0,1,41.03,5.74,Fully Paid
727,51254.19,20.55,4291.84,36,7,4,0,0,2,12.3,4.2,Fully Paid
652,39012.21,14.66,6964.57,60,10,4,0,0,0,55.44,4.11,Fully Paid
619,10838.76,31.43,7826.06,24,2,6,0,0,1,4.21,5.81,Fully Paid
640,53634.28,22.2,23888.7,60,1,5,0,0,2,72.88,7.67,Default
689,33472.46,10.41,17172.64,48,1,4,1,1,2,53.02,8.09,Fully Paid
685,71565.05,19.99,17138.37,24,10,6,0,0,0,50.25,4.1,Fully Paid
643,51849.76,3.49,41954.99,48,7,6,0,0,1,26.63,5.04,Fully Paid
737,87630.8,18.31,27902.4,12,10,3,0,0,0,55.31,3.64,Fully Paid
727,60344.91,9.73,23756.23,24,20,7,0,0,3,29.39,3.15,Fully Paid
683,28005.18,25.04,10053.59,24,15,5,0,0,3,55.18,4.12,Fully Paid
654,28010.05,18.25,13427.15,36,7,1,1,1,2,69.79,7.28,Default
702,28435.77,20.71,10342.3,36,7,4,0,0,3,42.54,5.31,Fully Paid
675,35657.51,1.62,6478.14,36,1,5,0,0,3,29.39,5.16,Fully Paid
734,39276.25,10.58,4751.14,24,0,6,0,0,1,45.14,4.0,Fully Paid
721,103943.69,23.9,24840.47,48,20,7,0,0,2,61.55,4.61,Fully Paid
568,66954.58,14.98,10858.78,36,2,3,0,0,2,32.02,5.52,Default
563,19601.84,11.49,38924.3,48,7,4,1,4,1,61.12,9.86,Default
593,35406.86,43.69,10438.9,12,7,5,0,0,2,28.7,5.34,Default
728,58572.13,7.69,6243.61,36,10,6,0,0,1,30.87,3.71,Fully Paid
523,32775.44,13.9,12686.46,36,7,9,0,0,2,42.57,5.42,Default
681,62856.87,17.15,26602.4,60,2,5,0,0,4,56.79,7.24,Fully Paid
679,36191.9,10.74,7409.36,12,15,5,0,0,2,50.39,2.32,Fully Paid
743,55243.42,30.39,4947.91,36,7,4,0,0,0,45.71,4.79,Fully Paid
664,42556.44,24.84,9625.12,36,1,2,0,0,2,98.0,6.84,Default
542,64043.14,8.82,6650.83,24,1,5,0,0,3,84.66,5.68,Default
573,142125.56,31.69,14983.83,36,3,3,0,0,1,36.01,5.58,Default
555,102311.13,19.55,4925.94,60,2,3,0,0,2,19.17,5.9,Default
606,31296.95,18.3,29879.71,60,3,5,0,0,1,44.46,7.56,Fully Paid
635,270152.49,37.07,19971.69,12,0,3,0,0,0,22.55,3.56,Default
556,121597.41,15.26,9552.96,36,2,6,0,0,2,57.06,6.71,Fully Paid
767,39674.13,11.21,7924.1,36,10,5,0,0,2,22.45,3.96,Fully Paid
543,35603.98,16.06,5785.67,24,3,1,0,0,3,43.64,5.07,Fully Paid
757,73445.2,14.72,6799.16,36,1,4,0,0,4,13.69,4.15,Fully Paid
744,91367.87,7.14,13087.43,36,3,2,0,0,1,52.59,4.54,Fully Paid
721,172869.27,8.54,13542.64,36,1,4,0,0,6,35.85,6.04,Fully Paid
594,81232.66,24.2,2060.42,48,5,4,1,2,0,81.32,7.6,Default
677,40205.17,19.18,19723.36,24,7,2,0,0,4,25.82,5.45,Fully Paid
547,44160.43,9.54,48578.2,36,2,5,0,0,2,32.92,6.14,Default
722,87200.74,37.63,28154.04,36,2,9,0,0,1,52.78,4.68,Fully Paid
644,26788.48,7.51,16854.7,48,3,3,1,1,1,14.22,6.66,Default
617,146794.74,22.37,12649.62,48,3,2,0,0,0,14.19,5.26,Fully Paid
552,43183.88,35.82,15106.21,48,1,4,0,0,2,35.45,7.03,Default
451,106479.61,5.43,11086.99,48,5,3,0,0,1,19.24,5.62,Default
566,122965.09,23.56,2688.07,48,0,7,1,1,1,15.11,6.96,Default
739,374349.64,10.11,13810.64,36,5,7,0,0,2,18.67,4.61,Fully Paid
617,49852.87,16.73,191725.75,36,15,5,0,0,1,19.09,8.16,Default
636,50678.79,10.32,7529.18,36,5,3,1,1,1,72.3,7.78,Fully Paid
702,49130.3,2.73,39880.49,24,10,4,0,0,3,15.94,4.02,Fully Paid
794,66452.1,34.24,11753.51,12,1,6,0,0,3,56.4,4.9,Fully Paid
756,40670.49,12.11,8003.32,48,10,3,0,0,2,18.23,4.5,Fully Paid
572,123890.47,17.99,10468.45,36,10,7,0,0,2,32.98,4.87,Default
494,109633.38,15.19,34236.13,60,10,5,0,0,1,42.7,6.17,Default
838,51318.36,6.06,21146.4,48,5,6,0,0,1,17.16,3.14,Fully Paid
831,39088.81,25.86,13589.0,36,3,9,1,1,1,19.68,6.69,Fully Paid
665,46087.04,14.07,11932.4,48,2,2,0,0,2,24.97,5.81,Fully Paid
548,45185.73,16.82,4686.28,36,7,3,1,1,1,28.28,6.79,Default
727,80521.06,34.16,14630.45,48,3,3,0,0,1,58.85,5.75,Fully Paid
641,67228.16,19.79,14360.38,12,5,10,0,0,2,54.35,3.73,Fully Paid
640,98040.89,4.02,4714.04,48,15,3,0,0,5,68.56,5.59,Fully Paid
721,146153.14,16.71,4597.68,36,2,6,0,0,1,51.33,3.88,Fully Paid
676,71624.61,19.65,11829.38,24,3,13,0,0,0,30.86,3.1,Default
555,85462.61,26.89,9456.06,36,7,6,0,0,0,56.83,5.07,Default
624,261393.16,28.41,13334.35,48,3,2,0,0,3,35.16,5.93,Fully Paid
702,84322.66,21.09,15879.2,60,10,3,0,0,0,62.84,5.62,Fully Paid
690,44631.53,28.74,17685.42,24,7,2,0,0,0,10.7,3.02,Fully Paid
